problem_id,Nevergrad-CMA-ES,RandomSearch,SMAC3-BlackBoxFacade
hpob/all/4796/10101,0.03712062777081241,0.015534030162009337,0.008797265752363562
hpob/all/4796/11,0.008281523364154397,0.007707667101462641,0.0005386199656409886
hpob/all/4796/14964,0.04054304727939479,0.06689054922269588,0.0
hpob/all/4796/14968,0.14529607961966434,0.041300986416283575,0.0
hpob/all/4796/15,0.001390935372220682,0.006901669981921918,0.004624434235240461
hpob/all/4796/18,0.009487580161636616,0.009807891542764955,0.006288434906161508
hpob/all/4796/2,0.11309761567260648,0.013624451363992979,0.0
hpob/all/4796/2079,0.065506653598042,0.0272743716368845,0.010227981905469214
hpob/all/4796/21,0.14722705437094774,0.0732190665387937,0.0
hpob/all/4796/23,0.0160609294454327,0.0020014822248604403,0.0
hpob/all/4796/29,0.04040155565453324,0.04075204821236577,0.02496360636573034
hpob/all/4796/3022,0.02295133253890777,0.03422600671050274,6.030519638139082e-05
hpob/all/4796/31,0.013201770085414621,0.031366542775826,0.0
hpob/all/4796/3492,0.0729651553553294,0.04581899788449333,0.0009277899031000421
hpob/all/4796/3493,0.06403141668835488,0.012681975074516873,0.0
hpob/all/4796/3494,0.0,0.0,0.0
hpob/all/4796/3512,0.044030817197496304,0.019494720689456936,0.0
hpob/all/4796/3543,0.001121598343529311,0.0,0.0
hpob/all/4796/3549,0.013683120372949201,0.00948485231386675,1.4469561789318466e-05
hpob/all/4796/3560,0.15076032366008257,0.09749989168490672,0.08170184380144686
hpob/all/4796/3561,0.028168484481076284,0.0012244789735953577,8.570814291311599e-05
hpob/all/4796/3567,0.003615608457216342,1.7223898099620753e-06,1.7223898099620753e-06
hpob/all/4796/36,0.0036874621115206285,0.026635225141496986,0.002391078615393428
hpob/all/4796/37,0.10222873634226692,0.05346393710719751,0.03543960839347539
hpob/all/4796/3902,0.11461088043651853,0.004068585455771884,0.0
hpob/all/4796/3903,0.058714347708683653,0.0208208853293231,0.012046974137930568
hpob/all/4796/3913,0.10094096891220787,0.011453923990635797,0.005154314898732167
hpob/all/4796/3917,0.06210299470843661,0.008543511292197792,0.0008303628685721396
hpob/all/4796/3918,0.027867781557213377,0.015114101872373161,0.00935289028408957
hpob/all/4796/41,0.03552161145267502,0.011636006219004688,0.0017638663283937755
hpob/all/4796/49,0.01581370617768537,0.015464714214159505,0.003239323336785567
hpob/all/4796/53,0.05011395427897225,0.014535858616946506,0.00010373103858172678
hpob/all/4796/9903,0.0072332200173614025,0.022610276004405624,0.004596172799611965
hpob/all/4796/9905,0.04871307665034843,0.06524244844897423,0.03314385216403308
hpob/all/4796/9906,0.07198008273213563,0.04090702288368988,0.0016718820177459306
hpob/all/4796/9914,0.01078681197850192,0.009114366686868595,0.0010886790573976304
hpob/all/4796/9946,0.01925030954930327,0.008917112467571427,0.00022875452895714307
hpob/all/4796/9952,0.009201625102039299,0.005839916476363446,0.0
hpob/all/4796/9957,0.05906672307287954,0.03777297889857344,0.0
hpob/all/4796/9967,0.0,0.0,0.0
hpob/all/4796/9971,0.07508605949556389,0.004599694372207276,0.0001819768742129634
hpob/all/4796/9979,0.0,0.0,0.0
hpob/all/4796/9980,0.042622902630110066,0.006320709287348486,0.004271443471267074
hpob/all/4828/57,0.028772894632088358,0.02745736171608395,0.01804172237857016
hpob/all/5218/125966,0.0,0.0,0.0
hpob/all/5237/125966,0.060344832565293785,0.0,0.0
hpob/all/5253/125966,0.0,0.0,0.0
hpob/all/5295/125966,0.004189597181215803,0.0,0.0
hpob/all/5301/125966,0.2287643568474719,0.0,0.0
hpob/all/5315/125966,0.0,0.0,0.0
hpob/all/5435/125920,0.2897882947072531,0.048437668064112795,0.04401137511692312
hpob/all/5435/125921,0.016290055701854544,0.011994253412836048,0.006768808854869407
hpob/all/5435/125922,0.000232532214475986,0.0030410812860340677,0.0
hpob/all/5435/125923,0.04710105788800079,0.05438444621639603,0.030433972546530796
hpob/all/5458/3011,0.0,0.0,0.0
hpob/all/5458/3021,0.0,0.0,0.0
hpob/all/5458/34,0.0,0.0,0.0
hpob/all/5458/3820,0.009394734247133439,0.0,0.0
hpob/all/5489/3011,0.0,0.0,0.0
hpob/all/5489/34,0.0,0.0,0.0
hpob/all/5489/3849,0.0,0.0,0.0
hpob/all/5489/3866,0.0,0.0,0.0
hpob/all/5489/50,0.0,0.0,0.0
hpob/all/5499/11,0.029324871308997313,0.021582876275948078,0.017881049009598145
hpob/all/5499/145677,0.0,0.0,0.0
hpob/all/5502/145677,0.0,0.0,0.0
hpob/all/5503/145677,0.013903940924942942,0.0,0.0
hpob/all/5503/14951,0.9999990007266948,0.0,0.0
hpob/all/5521/145677,0.11715942854704342,0.004360178313299948,0.0
hpob/all/5526/145833,0.0,0.0,0.0
hpob/all/5526/145834,0.0,0.0,0.0
hpob/all/5526/3,0.0,0.0,0.0
hpob/all/5526/31,0.0,0.0,0.0
hpob/all/5526/3494,0.0020969402082310655,0.0,0.0
hpob/all/5526/3899,0.0,0.0,0.0
hpob/all/5526/7295,0.0,0.0,0.0
hpob/all/5527/10101,0.0851614642269446,0.1594292929914848,0.07435152829008153
hpob/all/5527/125923,0.15285883604158207,0.043321091265729444,0.019188834017090827
hpob/all/5527/145804,0.06382578358618779,0.11046807384316885,0.1230550497418369
hpob/all/5527/145833,0.02289822448449024,0.011569756830753041,0.004576217629771701
hpob/all/5527/145834,0.11064547712830305,0.006096996034196848,0.002129535887250561
hpob/all/5527/145836,0.10523155280958177,0.16450077715323366,0.05422621885415881
hpob/all/5527/145847,0.07812956295497522,0.08832881917875061,0.01919597552196619
hpob/all/5527/145853,0.7593901030437165,0.1794408845570536,0.14728906018494164
hpob/all/5527/145854,0.013628768065609096,0.007581947501859973,0.004312360542280913
hpob/all/5527/145855,0.054697507762845696,0.04796366302962427,0.01227190514469216
hpob/all/5527/145857,0.007008213212789946,0.016534069583558898,0.0023755438072315042
hpob/all/5527/145862,0.012876317196409323,0.029605885317671787,0.016589575481519396
hpob/all/5527/145872,0.06518156449664438,0.05816659464305035,0.05577797485825116
hpob/all/5527/145878,0.24047195432789162,0.012480194171507641,0.0048613587383880335
hpob/all/5527/145953,0.008550698864732326,0.0073049594577166465,0.0017086922480231762
hpob/all/5527/145972,0.013891582810989905,0.09465200971947416,0.018966059613680447
hpob/all/5527/145976,0.035318384686435,0.0275437277853925,0.028850353639664227
hpob/all/5527/145979,0.001141215907706737,0.010082633135823013,0.0031816316732331713
hpob/all/5527/146012,0.0018815172799839675,0.0036295986983890505,0.001371739000559663
hpob/all/5527/146064,0.03342452107661794,0.09520618196590401,0.05274341192502602
hpob/all/5527/146065,0.37801842768838295,0.1251566651005533,0.19826872425169859
hpob/all/5527/146066,0.03856189005364086,0.04320000766946831,0.04055560540736565
hpob/all/5527/146082,0.025570301399869388,0.033506462258834586,0.027602546080595407
hpob/all/5527/146085,0.2611487060466764,0.012465142473142597,0.0
hpob/all/5527/14951,0.029714799565003825,0.023434703127972984,0.002521969579015785
hpob/all/5527/14965,0.0321999481715611,0.004274964394817439,0.0006230653005666988
hpob/all/5527/14971,0.0,0.0,0.0
hpob/all/5527/219,0.046480790354514905,0.03607449641977054,0.02507237156855858
hpob/all/5527/3,0.008740935322760962,0.005913934289758847,0.0004698840106327351
hpob/all/5527/31,0.05401392245730111,0.13385038023667264,0.05282219299222017
hpob/all/5527/34536,0.02004343087646524,0.03266960296050302,0.016897403224977882
hpob/all/5527/3485,0.00410282911316101,0.004499659752168922,0.003340808965985134
hpob/all/5527/3492,0.016619938260713493,0.06907453494729043,0.03637962530264895
hpob/all/5527/3493,0.3929927707597669,0.14317918019470305,0.2060324244320219
hpob/all/5527/3494,0.03375942053851132,0.036733856813848983,0.03653553889164547
hpob/all/5527/37,0.03086773048908394,0.032211821585684225,0.034925571022991986
hpob/all/5527/3889,0.004505343209835206,0.004399181650080039,0.0044541311290530105
hpob/all/5527/3891,0.884752061380946,0.041716489679819085,0.01333369220984874
hpob/all/5527/3896,0.0479776394705866,0.05590401764396118,0.0059879304772846725
hpob/all/5527/3899,0.3277216600726766,0.06806991629287006,0.029031541992400246
hpob/all/5527/3902,0.019328511290537604,0.036976269425960606,0.03069807613193428
hpob/all/5527/3903,0.004266652994911651,0.023314515230420645,0.014579513977010558
hpob/all/5527/3913,0.05815541725302231,0.05296933020998693,0.03585940003684276
hpob/all/5527/3917,0.036079318119660364,0.08852065838772111,0.0262349829789205
hpob/all/5527/3918,0.1815009165101677,0.08246390169117941,0.07197704467845849
hpob/all/5527/3950,0.048093567930832914,0.03569119246804174,0.022923715811691024
hpob/all/5527/3954,0.004828706983070174,0.00990266449660168,0.005257060021890915
hpob/all/5527/43,0.007787446326643406,0.017369178397319794,0.007553715201187706
hpob/all/5527/49,0.05413632667524045,0.07896977661821068,0.08766958725120319
hpob/all/5527/6566,0.016743616656032845,0.05245717701806755,0.014784684107118733
hpob/all/5527/7295,0.0,0.0,0.0
hpob/all/5527/9889,0.023000236507595688,0.03567414467164205,0.010534204404454827
hpob/all/5527/9914,0.006968977343684688,0.013758902652298283,0.002501355658256641
hpob/all/5527/9946,0.24325434948012567,0.020359724836478625,0.003998754283484481
hpob/all/5527/9952,0.009297582619601272,0.021181241856298418,0.005705134446058386
hpob/all/5527/9957,0.007740343505580891,0.02635555832924912,0.01481701859722082
hpob/all/5527/9967,0.024304797375327866,0.022437476836287874,0.021267457728550453
hpob/all/5527/9970,0.0438300338966394,0.053392576238841846,0.01136608036078885
hpob/all/5527/9971,0.2709522463841522,0.16427211310844358,0.09217206275912238
hpob/all/5527/9976,0.7199115285996869,0.07544838632712948,0.05359066083242091
hpob/all/5527/9977,0.026286654976968814,0.00768745456441927,0.002390558530056475
hpob/all/5527/9978,0.14657861465923522,0.09618061837037821,0.013158560919564563
hpob/all/5527/9980,0.038806961778978015,0.003576357249132402,0.01105989092343881
hpob/all/5584/18,0.0042616245128104194,0.0,0.0
hpob/all/5584/47,0.042501612468502106,0.0,0.0
hpob/all/5604/145677,0.29551247647909545,0.02821030967131432,0.01477562382395477
hpob/all/5623/146085,0.6075404585999444,0.0,0.0
hpob/all/5623/272,0.3108834076771081,0.11918565085198947,0.010744520433230549
hpob/all/5623/282,0.011732235120547661,0.00046811365789510334,0.00030969914482514095
hpob/all/5624/219,0.2721441318768429,0.15897867391515771,0.027214413187684295
hpob/all/5624/272,0.2113424962284837,0.10026180804082965,0.137394598486569
hpob/all/5624/282,0.16281649334331333,0.15226593600100893,0.09619117702775895
hpob/all/5624/3954,0.999999947656686,0.06973954045663135,0.0011070513637002825
hpob/all/5624/43,0.41634742156291027,0.061751348009190396,0.0012016799759809397
hpob/all/5626/145677,0.012028746233016835,0.014892313095394872,0.010517138584905902
hpob/all/5626/23,0.0,0.0,0.0
hpob/all/5626/36,0.051507666016865995,0.0,0.0
hpob/all/5636/10093,0.008084336835572106,0.017945051571247327,0.006585432384178795
hpob/all/5636/10101,0.04428076834153248,0.029965076638949213,0.04068054722306959
hpob/all/5636/125923,0.0009367505864804667,0.0024478101238136762,0.0027804703911540854
hpob/all/5636/145804,0.014393930975876879,0.02536822312588263,0.0026172498658176236
hpob/all/5636/145833,0.022734948423047525,0.017032244597639565,0.016562878032652315
hpob/all/5636/145834,0.00408386760827943,0.007122780786232169,2.2856791904969624e-06
hpob/all/5636/145836,0.08171932881712887,0.07378752076069589,0.07963977963968588
hpob/all/5636/145839,0.09454097098926363,0.06395896675110907,0.06775902700369305
hpob/all/5636/145847,0.15959752376444858,0.10148223997538124,0.033265590604351164
hpob/all/5636/145848,0.1332923253132181,0.0,0.0
hpob/all/5636/145853,0.05538413753391721,0.007300367150430307,0.006267423460792075
hpob/all/5636/145854,5.871017956465089e-05,0.0001594005741805674,0.00020785133328540196
hpob/all/5636/145855,0.0004801663042072909,0.003304703471709034,0.0046673308022050376
hpob/all/5636/145857,0.006037950364269285,0.00718756126275608,0.0025569017016238687
hpob/all/5636/145862,0.04588603206240352,0.013838204150074272,0.0026365673605461175
hpob/all/5636/145872,0.00402701746463191,0.0026264101817521867,0.001128986291116103
hpob/all/5636/145878,0.01568790879705227,0.027417397667266502,0.009487745898813904
hpob/all/5636/145953,0.005216207677636635,0.0026820688777030215,0.00037779542839815766
hpob/all/5636/145972,0.08260869475681629,0.08135865138352684,0.013451086269298515
hpob/all/5636/145976,0.02770484144810797,0.035063554010190214,0.010524075890841488
hpob/all/5636/145979,0.016302111886359064,0.006214976647687505,8.719446318943023e-05
hpob/all/5636/146012,0.003515852475909106,0.0015813075981448673,0.0
hpob/all/5636/146064,0.18131999162553938,0.15105669211958217,0.06991694847253713
hpob/all/5636/146065,0.3715389737434425,0.20814423005465785,0.02461617145961987
hpob/all/5636/146066,0.05117413211896841,0.0,0.0
hpob/all/5636/146082,0.0,0.0,0.0
hpob/all/5636/146085,0.05415617572380327,0.006732486347709682,0.0047800883267461874
hpob/all/5636/14951,0.02178557694048775,0.009240066276198592,0.004092377170152905
hpob/all/5636/14965,0.005817914405188984,0.005659143976945541,0.0005914591448111908
hpob/all/5636/14971,0.9796449935800128,0.0,0.0
hpob/all/5636/219,0.003338668082559816,0.0050852339930879216,0.0005157340378167274
hpob/all/5636/272,0.0,0.0,0.0
hpob/all/5636/282,0.0,0.0,0.0
hpob/all/5636/3,0.01207748466048374,0.010686534160229662,0.003563701206559656
hpob/all/5636/31,0.11292254352378231,0.11836413644820647,0.017922898163586835
hpob/all/5636/34536,0.05698400935870494,0.006123796820041557,0.0005637058442501898
hpob/all/5636/3485,0.008358647951039352,0.008221697785674484,0.006888443283569351
hpob/all/5636/3492,0.11139163916553078,0.06525308916342719,0.005990499165537859
hpob/all/5636/3493,0.29617141333704433,0.32260929747980915,0.07687080633523591
hpob/all/5636/3494,0.05149181608797274,0.0006300529412503918,2.5360688693056926e-05
hpob/all/5636/37,0.012215590169365357,0.02759455497875732,0.016416264687449455
hpob/all/5636/3889,0.00035803243332428676,0.000435151825170491,0.0
hpob/all/5636/3891,0.022265125234651927,0.0011957336997441017,0.0009945738402896331
hpob/all/5636/3896,0.011975003585796052,0.017649088823471444,0.004997695361184145
hpob/all/5636/3899,0.02438531124680903,0.0,0.0
hpob/all/5636/3902,0.0786732447555277,0.04498976129213985,0.02545471473486203
hpob/all/5636/3903,0.008288439873896264,0.00868277862929825,0.014944327606131094
hpob/all/5636/3913,0.20912063557132815,0.14196440752558612,0.13339739771633063
hpob/all/5636/3917,0.0016538517946564247,0.05192256121839073,0.01110590135301954
hpob/all/5636/3918,0.06464707372978246,0.03337905630559994,0.04733309565458807
hpob/all/5636/3950,0.0,0.0,0.0
hpob/all/5636/3954,0.008484422795420176,0.00800075282274798,0.0012178408036265776
hpob/all/5636/43,0.004252974893802494,0.010771180612014831,0.0
hpob/all/5636/6566,0.04411633793301681,0.0027245011722390445,0.0
hpob/all/5636/7295,0.9999937694093406,0.0,0.0
hpob/all/5636/9889,0.12463483806187774,0.0051120733230452945,0.0010039360877281496
hpob/all/5636/9914,0.05804494263605553,0.009648853256794784,0.0
hpob/all/5636/9946,0.0123965355479565,0.014186652754121865,0.0012978334507493662
hpob/all/5636/9952,0.0005141281719501427,0.002392359516930538,0.00027125430288087014
hpob/all/5636/9957,0.04560920393293717,0.03585261929521584,0.008275249811346714
hpob/all/5636/9967,0.003053699332009825,0.0028495242070694575,0.002843332844763808
hpob/all/5636/9970,0.19142733506886495,0.0675423173924029,0.035825958199848046
hpob/all/5636/9971,0.1581549913973819,0.042230416579640384,0.050501322819089076
hpob/all/5636/9976,0.009050219845591501,0.011409409857250792,0.0015779455676132662
hpob/all/5636/9977,0.0,0.0,0.0
hpob/all/5636/9980,0.03595917868023567,0.023258179168760645,0.01360092272376157
hpob/all/5636/9983,0.010844266367755097,0.027359521438229017,0.008093994401258681
hpob/all/5704/145677,0.0,0.0,0.0
hpob/all/5788/145677,0.0,0.0,0.0
hpob/all/5813/145677,0.007082988262143565,0.005840101164540983,0.0
hpob/all/5859/10093,0.0654566037398222,0.0034296840141054565,0.002002028742971172
hpob/all/5859/10101,0.03849773823908242,0.0005519927890182806,0.0003159771377894712
hpob/all/5859/125923,0.001428560283248735,0.003125024017002676,0.004023249020362105
hpob/all/5859/145677,0.0,0.0,2.2480105719441686e-05
hpob/all/5859/145833,0.004969611077035925,0.0,0.0
hpob/all/5859/145834,0.03637033048908274,0.010514569184326363,0.0008310364144762352
hpob/all/5859/145836,0.013409243448830188,0.018915118465689763,0.011085035523391153
hpob/all/5859/145839,0.021117282852680205,0.004371029375023193,0.004907473889230586
hpob/all/5859/145848,0.23988481803733422,0.009950408385680943,0.010571784636229481
hpob/all/5859/145853,0.0011547396493432186,0.0006625010736527375,0.0
hpob/all/5859/145854,0.0029286967428604183,0.0006165677353390354,0.0
hpob/all/5859/145855,0.005725368510401752,0.009787373599896851,0.01516008900816069
hpob/all/5859/145862,0.049773227426415934,0.02399943179250466,0.002813401697660993
hpob/all/5859/145872,0.021685630999580086,0.017507759583429695,0.0162671168052825
hpob/all/5859/145878,0.022899262773439566,0.010961404010319557,0.005675093805402946
hpob/all/5859/145972,0.016789089007237752,0.000624759591462241,0.0
hpob/all/5859/145979,0.00388310362733347,0.0013182524306292749,0.003000384346340222
hpob/all/5859/146064,0.06511884452754033,0.05893300318042955,0.015215257021577657
hpob/all/5859/146065,0.3439585414350476,0.0976787043418888,0.022919208251002975
hpob/all/5859/146066,0.05050492970561553,0.0,0.0
hpob/all/5859/146082,0.0,0.0,0.0
hpob/all/5859/14951,0.05131958020479895,0.023367518204842334,0.0
hpob/all/5859/14952,6.508530948647049e-05,0.0,0.0
hpob/all/5859/14965,0.0,0.0,0.0
hpob/all/5859/14966,0.000617335428019774,0.0,0.0
hpob/all/5859/14971,0.0,0.0,0.0
hpob/all/5859/219,0.0033308044255001175,0.01272684102630505,0.0005097025035012358
hpob/all/5859/272,0.0,0.0,0.0
hpob/all/5859/282,0.0,0.0,0.0
hpob/all/5859/3,0.02491918290857537,0.014066982177277379,2.2152032443623618e-05
hpob/all/5859/31,0.056147212292473124,0.08566714472378595,0.036098209846317
hpob/all/5859/34536,0.0863538386559152,0.0009434492887135497,0.0005646035185747695
hpob/all/5859/34537,0.0031255459946768704,0.00024667980703402536,0.0
hpob/all/5859/34539,0.7165881766483426,0.0978628387015966,0.09259513780197108
hpob/all/5859/3485,0.09676885150255812,0.007437002778460569,0.0014286082217018418
hpob/all/5859/3492,0.018778974502707362,0.018123472949318604,0.0033167147768859715
hpob/all/5859/3493,0.08341139877785303,0.07890029793125071,0.0090589252887037
hpob/all/5859/3494,0.03403465179362819,0.0035701967114991073,0.0016669512787167641
hpob/all/5859/37,0.05352388712556998,0.019260792929975446,0.02695529613731406
hpob/all/5859/3889,0.00016821027496032506,0.0,0.0
hpob/all/5859/3891,0.005376262871555052,0.002750567244386629,0.0017743875650541633
hpob/all/5859/3896,0.05672113476141623,0.013888115594154182,0.007163611532533215
hpob/all/5859/3899,0.007565518359650469,0.0,0.0
hpob/all/5859/3902,0.09590563915595994,0.06081720862431448,0.04443072503485022
hpob/all/5859/3903,0.0,0.0,0.0
hpob/all/5859/3913,0.08066340396850298,0.046002871636483623,0.024961034909948554
hpob/all/5859/3917,0.05457072326722427,0.06579596771010088,0.006658411416587769
hpob/all/5859/3918,0.02017390738940874,0.005677680590880424,0.007233679455931752
hpob/all/5859/3950,0.0,0.0,0.0
hpob/all/5859/3954,0.0003745022861275984,4.927661659573663e-05,0.0
hpob/all/5859/43,0.00577437555294305,0.000615446050457964,0.0
hpob/all/5859/49,0.018858434083292547,0.019394714637583854,0.006825379416313923
hpob/all/5859/6566,0.06916568131499953,0.005829375091940835,0.0027276730351329195
hpob/all/5859/7295,0.9999931269558828,0.0,0.0
hpob/all/5859/9889,0.0006306561974670958,0.0,0.0
hpob/all/5859/9910,0.00221115003853539,0.0005799224881149472,6.0317429966682625e-05
hpob/all/5859/9911,0.8041727143467263,0.0,0.0
hpob/all/5859/9914,0.021745638326858534,0.03269403267936378,0.0004696613781994866
hpob/all/5859/9946,0.01409147088678835,0.006490524103998249,0.0038801852202552203
hpob/all/5859/9952,0.04841849819062061,0.032209306164632176,0.015002727855881092
hpob/all/5859/9957,0.028805004419892775,0.011000021919836627,0.006332980102649497
hpob/all/5859/9967,0.0007346070059323387,0.00041302976191376627,0.00014982239053770174
hpob/all/5859/9970,0.14831138756491585,0.07256216119618372,0.02860444483911398
hpob/all/5859/9971,0.0,0.0,0.0
hpob/all/5859/9976,0.0016340958266883563,0.002750887730164373,0.0002538640727228991
hpob/all/5859/9977,0.0020778297825954648,0.001609987143673689,0.00032198553637873
hpob/all/5859/9978,0.0,0.0,0.0
hpob/all/5859/9980,0.030795272212735175,0.023904053630139917,0.029528357721007314
hpob/all/5859/9983,0.045976506025795165,0.016414265538187086,0.003906741533787964
hpob/all/5860/10101,0.8897313227813604,0.08163064471698663,0.004083926508950866
hpob/all/5860/125923,0.0072621428918807395,0.015637807148508497,0.021786428675642216
hpob/all/5860/14951,0.7686055448533299,0.00415272023951876,0.0
hpob/all/5860/14965,0.001282656226465895,0.0011570878462352086,0.000476312777011307
hpob/all/5860/14971,0.0,0.0,0.0
hpob/all/5860/272,0.3592745804018756,0.011954665874939131,0.0
hpob/all/5860/282,0.00925440196628311,0.00481219991679791,0.0
hpob/all/5860/3,0.04057447026876772,0.0030989761026880254,0.0011418181997883672
hpob/all/5860/3485,0.08261062793077992,0.02390516700085178,0.04613486168654239
hpob/all/5860/3492,0.0017424989831833816,0.0017214043232735149,0.0017424989831833816
hpob/all/5860/3493,0.020419704239962814,0.017395549011825103,0.01830431986793676
hpob/all/5860/37,0.0010499491875459992,0.0002665821243106006,0.0
hpob/all/5860/3889,0.03660363179222574,0.002812169567454937,0.011723252661233322
hpob/all/5860/3891,0.013412026905501941,0.03656427232524394,0.018542381500032738
hpob/all/5860/3896,0.13096068385969775,0.16517526667734425,0.1231710706381762
hpob/all/5860/3899,0.35947482934525893,0.09886155347761479,0.02207510110332902
hpob/all/5860/3902,0.0,0.0,0.0
hpob/all/5860/3903,0.009234399112788226,0.0004318085461301068,0.0012306543564708043
hpob/all/5860/3917,0.08906649757987387,0.005041451038960393,0.0020697764010140407
hpob/all/5860/3950,0.018187359148981192,0.02636620870620193,0.019449368759620896
hpob/all/5860/3954,0.008819805730698882,0.007507551764387659,0.002853809507568308
hpob/all/5860/49,0.013712166489207086,0.019339931341851833,0.014735677430398891
hpob/all/5860/6566,0.009955514144483809,0.022554123975408912,0.009013567608369069
hpob/all/5860/7295,0.9999220087981184,0.0,0.0
hpob/all/5860/9889,0.008584790357256072,0.006765658979831845,0.0008584790357256074
hpob/all/5860/9952,0.015950152180659025,0.017936332754768237,0.005199613911580969
hpob/all/5860/9957,0.022684170719714677,0.004776162877535067,8.28512993836435e-05
hpob/all/5860/9967,0.012652670290362036,0.000248219632094265,0.0007703428279782424
hpob/all/5860/9970,0.6317282814767671,0.0,0.0
hpob/all/5860/9976,0.05048537924872417,0.028956388472681793,0.0015806736939718226
hpob/all/5860/9977,0.04973575114666383,0.007072303486622103,0.005102451440933732
hpob/all/5860/9978,0.0,0.001507499129125295,0.00716062086334515
hpob/all/5860/9980,0.0,0.0,0.0
hpob/all/5886/11,0.6167197686561553,0.0,0.0
hpob/all/5886/12,0.8461679239490121,0.0,0.0
hpob/all/5886/14,0.6832421428802541,0.0,0.0
hpob/all/5886/145685,0.0,0.0,0.0
hpob/all/5886/18,0.5694933058167582,0.0,0.0
hpob/all/5886/2068,0.0,0.0,0.0
hpob/all/5886/2071,0.07515389168412448,0.0,0.0
hpob/all/5886/2073,0.3481653218769029,0.0,0.0
hpob/all/5886/2074,0.559415815099014,0.0,0.0
hpob/all/5886/2075,0.0,0.0,0.0
hpob/all/5886/2076,0.8190034557171547,0.003949161331704738,0.0037517032651195013
hpob/all/5886/2077,0.5253601697416125,0.0,0.0
hpob/all/5886/2079,0.05746111398005913,0.0,0.001178075227253637
hpob/all/5886/219,0.5829332857749465,0.0,0.0
hpob/all/5886/22,0.7179103148159693,0.0,0.0
hpob/all/5886/23,0.08795944006113861,0.009861944010892802,0.0
hpob/all/5886/24,0.0,0.0,0.0
hpob/all/5886/26,0.49480009489422627,0.0,0.00300528087160145
hpob/all/5886/28,0.8311407205876288,0.0,0.0
hpob/all/5886/29,0.15091910749895351,0.0,0.0
hpob/all/5886/30,0.3515238418725478,0.0,0.0
hpob/all/5886/31,0.049999972538519934,0.0,0.0
hpob/all/5886/32,0.8517336235053996,0.0,0.0
hpob/all/5886/33,0.0976223104956098,0.0,0.0029091059230655905
hpob/all/5886/36,0.8302980685068133,0.0,0.0
hpob/all/5886/37,0.21912703435695305,0.0,0.011533001808260687
hpob/all/5886/3951,0.0,0.0,0.0
hpob/all/5886/41,0.6981351944874203,0.0,0.0
hpob/all/5886/45,0.49816667963028627,0.0020133423109635886,0.0
hpob/all/5886/49,0.7479394295856583,0.0,0.0011298120743382044
hpob/all/5886/53,0.5233288957000322,0.0,0.0
hpob/all/5886/58,0.06837743422889021,0.0,0.0
hpob/all/5886/6,0.6728994146908848,0.0,0.0
hpob/all/5889/10101,0.11701519710784594,0.025913212081314852,0.0
hpob/all/5889/125923,0.3885813047358932,0.13861953830851323,0.08229052666454188
hpob/all/5889/14971,0.7690914377865495,0.0,0.0
hpob/all/5889/31,0.23322867828235236,0.0408601214852684,0.015479423868013218
hpob/all/5889/3493,0.14065111677427505,0.020878291493011097,0.024567266467212592
